(.venv) Efrans-MacBook-Air:Neural-Network-from-scratch efran$ /Users/efran/Downloads/Neural-Network-from-scratch/.venv/bin/python /Users/efran/Downloads/Neural-Network-from-scratch/train_exp/AE_experiments.py
Dataset=fashion  |  train=torch.Size([54000, 784])  val=torch.Size([6000, 784])  test=torch.Size([10000, 784])

=== Config 1/2: {'enc_dims': [256, 128], 'dec_dims': [256], 'bn': True, 'bn_where': 'both', 'init': 'he', 'act': 'relu', 'out_act': 'linear', 'loss': 'mse', 'lr': 0.003, 'batch': 128} ===
[1:01] train_recon=1.0897  val_recon=1.0041
[2:233] train_recon=0.0868  val_recon=0.0864
[2:234] train_recon=0.0868  val_recon=0.0864
[2:235] train_recon=0.0868  val_recon=0.0864
[2:236] train_recon=0.0868  val_recon=0.0864
[2:237] train_recon=0.0868  val_recon=0.0864
[2:238] train_recon=0.0868  val_recon=0.0864
[2:239] train_recon=0.0868  val_recon=0.0864
[2:240] train_recon=0.0868  val_recon=0.0864
[2:241] train_recon=0.0868  val_recon=0.0864
[2:242] train_recon=0.0868  val_recon=0.0864
[2:243] train_recon=0.0868  val_recon=0.0864
[2:244] train_recon=0.0868  val_recon=0.0864
[2:245] train_recon=0.0868  val_recon=0.0864
[2:246] train_recon=0.0868  val_recon=0.0864
[2:247] train_recon=0.0868  val_recon=0.0864
[2:248] train_recon=0.0868  val_recon=0.0864
[2:249] train_recon=0.0868  val_recon=0.0864
[2:250] train_recon=0.0868  val_recon=0.0864
[2:251] train_recon=0.0868  val_recon=0.0864
[2:252] train_recon=0.0868  val_recon=0.0864
[2:253] train_recon=0.0868  val_recon=0.0863
[2:254] train_recon=0.0868  val_recon=0.0863
[2:255] train_recon=0.0868  val_recon=0.0863
[2:256] train_recon=0.0868  val_recon=0.0863
[2:257] train_recon=0.0868  val_recon=0.0863
[2:258] train_recon=0.0868  val_recon=0.0863
[2:259] train_recon=0.0868  val_recon=0.0863
[2:260] train_recon=0.0868  val_recon=0.0863
[2:261] train_recon=0.0868  val_recon=0.0863
[2:262] train_recon=0.0868  val_recon=0.0863
[2:263] train_recon=0.0868  val_recon=0.0863
[2:264] train_recon=0.0868  val_recon=0.0863
[2:265] train_recon=0.0868  val_recon=0.0863
[2:266] train_recon=0.0868  val_recon=0.0863
[2:267] train_recon=0.0868  val_recon=0.0863
[2:268] train_recon=0.0868  val_recon=0.0863
[2:269] train_recon=0.0868  val_recon=0.0863
[2:270] train_recon=0.0868  val_recon=0.0863
[2:271] train_recon=0.0868  val_recon=0.0863
[2:272] train_recon=0.0868  val_recon=0.0863
[2:273] train_recon=0.0868  val_recon=0.0863
[2:274] train_recon=0.0868  val_recon=0.0863
[2:275] train_recon=0.0868  val_recon=0.0863
[2:276] train_recon=0.0868  val_recon=0.0863
[2:277] train_recon=0.0868  val_recon=0.0863
[2:278] train_recon=0.0868  val_recon=0.0863
[2:279] train_recon=0.0868  val_recon=0.0863
[2:280] train_recon=0.0868  val_recon=0.0863
[2:281] train_recon=0.0868  val_recon=0.0863
[2:282] train_recon=0.0868  val_recon=0.0863
[2:283] train_recon=0.0868  val_recon=0.0863
[2:284] train_recon=0.0868  val_recon=0.0863
[2:285] train_recon=0.0868  val_recon=0.0863
[2:286] train_recon=0.0868  val_recon=0.0863
[2:287] train_recon=0.0868  val_recon=0.0863
[2:288] train_recon=0.0868  val_recon=0.0863
[2:289] train_recon=0.0868  val_recon=0.0863
[2:290] train_recon=0.0868  val_recon=0.0863
[2:291] train_recon=0.0868  val_recon=0.0863
[2:292] train_recon=0.0868  val_recon=0.0863
[2:293] train_recon=0.0868  val_recon=0.0863
[2:294] train_recon=0.0868  val_recon=0.0863
[2:295] train_recon=0.0868  val_recon=0.0863
[2:296] train_recon=0.0868  val_recon=0.0863
[2:297] train_recon=0.0868  val_recon=0.0863
[2:298] train_recon=0.0868  val_recon=0.0863
[2:299] train_recon=0.0868  val_recon=0.0863
[2:300] train_recon=0.0868  val_recon=0.0863

Best config: {'enc_dims': [256, 128], 'dec_dims': [256], 'bn': True, 'bn_where': 'both', 'init': 'he', 'act': 'relu', 'out_act': 'linear', 'loss': 'mse', 'lr': 0.003, 'batch': 128}  (val_recon=0.0423)
[BEST] test_recon=0.0426
Saved best AE parameters to: /Users/efran/Downloads/Neural-Network-from-scratch/saved_models/ae_fashion_best.pt
[grid] shown-samples MSE: 0.0412
Saved recon grid: /Users/efran/Downloads/Neural-Network-from-scratch/graphs_exp/ae_fashion_recon_grid.png
Saved loss curves: /Users/efran/Downloads/Neural-Network-from-scratch/graphs_exp/ae_fashion_loss.png
[BEST] RMSE=0.206  PSNR=13.70 dB
